iso3,indicator,year,quintile,value,source
SEN,BC_BHF,2013,WQ4,89.9,Demographic and Health Survey 2012-2013
SEN,BC_BHF,2013,WQ5,95.5,Demographic and Health Survey 2012-2013
SEN,BC_BHF,2014,ALL,76.9,Demographic and Health Survey 2014
SEN,BC_BHF,2014,WQ1,46.9,Demographic and Health Survey 2014
SEN,BC_BHF,2014,WQ2,68.4,Demographic and Health Survey 2014
SEN,BC_BHF,2014,WQ3,91.0,Demographic and Health Survey 2014
SEN,BC_BHF,2014,WQ4,94.9,Demographic and Health Survey 2014
SEN,BC_BHF,2014,WQ5,95.7,Demographic and Health Survey 2014
SEN,BC_BHF,2015,ALL,74.5,Demographic and Health Survey 2015
SEN,BC_BHF,2015,WQ1,44.4,Demographic and Health Survey 2015
SEN,BC_BHF,2015,WQ2,68.1,Demographic and Health Survey 2015
SEN,BC_BHF,2015,WQ3,85.3,Demographic and Health Survey 2015
SEN,BC_BHF,2015,WQ4,93.0,Demographic and Health Survey 2015
SEN,BC_BHF,2015,WQ5,95.3,Demographic and Health Survey 2015
SEN,BC_BHF,2016,ALL,75.9,Demographic and Health Survey 2016
SEN,BC_BHF,2016,WQ1,44.2,Demographic and Health Survey 2016
SEN,BC_BHF,2016,WQ2,70.3,Demographic and Health Survey 2016
SEN,BC_BHF,2016,WQ3,90.0,Demographic and Health Survey 2016
SEN,BC_BHF,2016,WQ4,95.2,Demographic and Health Survey 2016
SEN,BC_BHF,2016,WQ5,96.6,Demographic and Health Survey 2016
SEN,BC_BHF,2017,ALL,78.2,Demographic and Health Survey 2017
SEN,BC_BHF,2017,WQ1,52.7,Demographic and Health Survey 2017
SEN,BC_BHF,2017,WQ2,73.3,Demographic and Health Survey 2017
SEN,BC_BHF,2017,WQ3,86.9,Demographic and Health Survey 2017
SEN,BC_BHF,2017,WQ4,93.9,Demographic and Health Survey 2017
SEN,BC_BHF,2017,WQ5,96.4,Demographic and Health Survey 2017
SEN,BC_BHF,2018,ALL,81.7,Demographic and Health Survey 2018
SEN,BC_BHF,2018,WQ1,53.8,Demographic and Health Survey 2018
SEN,BC_BHF,2018,WQ2,77.7,Demographic and Health Survey 2018
SEN,BC_BHF,2018,WQ3,92.2,Demographic and Health Survey 2018
SEN,BC_BHF,2018,WQ4,97.1,Demographic and Health Survey 2018
SEN,BC_BHF,2018,WQ5,96.7,Demographic and Health Survey 2018
SEN,BC_BHF,2019,ALL,80.3,Demographic and Health Survey 2019
SEN,BC_BHF,2019,WQ1,52.7,Demographic and Health Survey 2019
SEN,BC_BHF,2019,WQ2,74.2,Demographic and Health Survey 2019
SEN,BC_BHF,2019,WQ3,93.5,Demographic and Health Survey 2019
SEN,BC_BHF,2019,WQ4,95.8,Demographic and Health Survey 2019
SEN,BC_BHF,2019,WQ5,96.8,Demographic and Health Survey 2019
SLE,BC_BHF,2005,ALL,18.6,Multiple Indicator Cluster Survey 2005
SLE,BC_BHF,2005,WQ1,10.3,Multiple Indicator Cluster Survey 2005
SLE,BC_BHF,2005,WQ2,12.6,Multiple Indicator Cluster Survey 2005
SLE,BC_BHF,2005,WQ3,20.3,Multiple Indicator Cluster Survey 2005
SLE,BC_BHF,2005,WQ4,22.6,Multiple Indicator Cluster Survey 2005
SLE,BC_BHF,2005,WQ5,32.4,Multiple Indicator Cluster Survey 2005
SLE,BC_BHF,2008,ALL,24.6,Demographic and Health Survey 2008
SLE,BC_BHF,2008,WQ1,16.9,Demographic and Health Survey 2008
SLE,BC_BHF,2008,WQ2,21.2,Demographic and Health Survey 2008
SLE,BC_BHF,2008,WQ3,23.2,Demographic and Health Survey 2008
SLE,BC_BHF,2008,WQ4,27.6,Demographic and Health Survey 2008
SLE,BC_BHF,2008,WQ5,39.3,Demographic and Health Survey 2008
SLE,BC_BHF,2010,ALL,50.1,Multiple Indicator Cluster Survey 2010
SLE,BC_BHF,2010,WQ1,33.3,Multiple Indicator Cluster Survey 2010
SLE,BC_BHF,2010,WQ2,44.4,Multiple Indicator Cluster Survey 2010
SLE,BC_BHF,2010,WQ3,52.6,Multiple Indicator Cluster Survey 2010
SLE,BC_BHF,2010,WQ4,61.1,Multiple Indicator Cluster Survey 2010
SLE,BC_BHF,2010,WQ5,64.7,Multiple Indicator Cluster Survey 2010
SLE,BC_BHF,2013,ALL,54.4,Demographic and Health Survey 2013
SLE,BC_BHF,2013,WQ1,48.4,Demographic and Health Survey 2013
SLE,BC_BHF,2013,WQ2,49.8,Demographic and Health Survey 2013
SLE,BC_BHF,2013,WQ3,49.2,Demographic and Health Survey 2013
SLE,BC_BHF,2013,WQ4,60.0,Demographic and Health Survey 2013
SLE,BC_BHF,2013,WQ5,70.1,Demographic and Health Survey 2013
SLE,BC_BHF,2017,ALL,76.7,Multiple Indicator Cluster Survey 2017
SLE,BC_BHF,2017,WQ1,71.1,Multiple Indicator Cluster Survey 2017
SLE,BC_BHF,2017,WQ2,73.7,Multiple Indicator Cluster Survey 2017
SLE,BC_BHF,2017,WQ3,78.2,Multiple Indicator Cluster Survey 2017
SLE,BC_BHF,2017,WQ4,78.0,Multiple Indicator Cluster Survey 2017
SLE,BC_BHF,2017,WQ5,84.6,Multiple Indicator Cluster Survey 2017
SLE,BC_BHF,2019,ALL,83.4,Demographic and Health Survey 2019
SLE,BC_BHF,2019,WQ1,78.6,Demographic and Health Survey 2019
SLE,BC_BHF,2019,WQ2,80.5,Demographic and Health Survey 2019
SLE,BC_BHF,2019,WQ3,83.6,Demographic and Health Survey 2019
SLE,BC_BHF,2019,WQ4,86.1,Demographic and Health Survey 2019
SLE,BC_BHF,2019,WQ5,91.5,Demographic and Health Survey 2019
SOM,BC_BHF,2002,ALL,8.8,Other NS 2002
SOM,BC_BHF,2006,ALL,9.4,Multiple Indicator Cluster Survey 2006
SOM,BC_BHF,2006,WQ1,1.4,Multiple Indicator Cluster Survey 2006
SOM,BC_BHF,2006,WQ2,2.0,Multiple Indicator Cluster Survey 2006
SOM,BC_BHF,2006,WQ3,4.8,Multiple Indicator Cluster Survey 2006
SOM,BC_BHF,2006,WQ4,8.0,Multiple Indicator Cluster Survey 2006
SOM,BC_BHF,2006,WQ5,32.1,Multiple Indicator Cluster Survey 2006
SOM,BC_BHF,2019,ALL,20.7,"Directorate of National Statistics, Federal Government of Somalia. The Somali Health and Demographic Survey 2020."
SOM,BC_BHF,2019,WQ1,5.0,"Directorate of National Statistics, Federal Government of Somalia. The Somali Health and Demographic Survey 2020."
SOM,BC_BHF,2019,WQ2,7.9,"Directorate of National Statistics, Federal Government of Somalia. The Somali Health and Demographic Survey 2020."
SOM,BC_BHF,2019,WQ3,21.2,"Directorate of National Statistics, Federal Government of Somalia. The Somali Health and Demographic Survey 2020."
SOM,BC_BHF,2019,WQ4,30.7,"Directorate of National Statistics, Federal Government of Somalia. The Somali Health and Demographic Survey 2020."
SOM,BC_BHF,2019,WQ5,47.7,"Directorate of National Statistics, Federal Government of Somalia. The Somali Health and Demographic Survey 2020."
SSD,BC_BHF,2010,ALL,11.5,The South Sudan Household Health Survey 2010
SSD,BC_BHF,2010,WQ1,3.9,The South Sudan Household Health Survey 2010
SSD,BC_BHF,2010,WQ2,5.5,The South Sudan Household Health Survey 2010
SSD,BC_BHF,2010,WQ3,8.9,The South Sudan Household Health Survey 2010
SSD,BC_BHF,2010,WQ4,12.0,The South Sudan Household Health Survey 2010
SSD,BC_BHF,2010,WQ5,26.0,The South Sudan Household Health Survey 2010
SWZ,BC_BHF,1988,ALL,56.0,Other NS 1988
SWZ,BC_BHF,2007,ALL,74.1,Demographic and Health Survey 2006-2007
SWZ,BC_BHF,2007,WQ1,50.0,Demographic and Health Survey 2006-2007
SWZ,BC_BHF,2007,WQ2,65.4,Demographic and Health Survey 2006-2007
SWZ,BC_BHF,2007,WQ3,78.5,Demographic and Health Survey 2006-2007
SWZ,BC_BHF,2007,WQ4,86.2,Demographic and Health Survey 2006-2007
SWZ,BC_BHF,2007,WQ5,92.4,Demographic and Health Survey 2006-2007
SWZ,BC_BHF,2010,ALL,80.4,Multiple Indicator Cluster Survey 2010
SWZ,BC_BHF,2010,WQ1,64.2,Multiple Indicator Cluster Survey 2010
SWZ,BC_BHF,2010,WQ2,73.9,Multiple Indicator Cluster Survey 2010
SWZ,BC_BHF,2010,WQ3,85.3,Multiple Indicator Cluster Survey 2010
SWZ,BC_BHF,2010,WQ4,86.9,Multiple Indicator Cluster Survey 2010
SWZ,BC_BHF,2010,WQ5,92.9,Multiple Indicator Cluster Survey 2010
SWZ,BC_BHF,2014,ALL,87.7,Multiple Indicator Cluster Survey 2014
SWZ,BC_BHF,2014,WQ1,76.3,Multiple Indicator Cluster Survey 2014
SWZ,BC_BHF,2014,WQ2,86.5,Multiple Indicator Cluster Survey 2014
SWZ,BC_BHF,2014,WQ3,89.2,Multiple Indicator Cluster Survey 2014
SWZ,BC_BHF,2014,WQ4,93.7,Multiple Indicator Cluster Survey 2014
SWZ,BC_BHF,2014,WQ5,95.1,Multiple Indicator Cluster Survey 2014
TCD,BC_BHF,1997,ALL,11.2,Demographic and Health Survey 1996-1997
TCD,BC_BHF,2004,ALL,13.2,Demographic and Health Survey 2004
TCD,BC_BHF,2004,WQ1,1.1,Demographic and Health Survey 2004
TCD,BC_BHF,2004,WQ2,5.5,Demographic and Health Survey 2004
TCD,BC_BHF,2004,WQ3,6.1,Demographic and Health Survey 2004
TCD,BC_BHF,2004,WQ4,12.6,Demographic and Health Survey 2004
TCD,BC_BHF,2004,WQ5,42.6,Demographic and Health Survey 2004
TCD,BC_BHF,2010,ALL,15.8,Multiple Indicator Cluster Survey 2010
TCD,BC_BHF,2010,WQ1,5.0,Multiple Indicator Cluster Survey 2010
TCD,BC_BHF,2010,WQ2,7.0,Multiple Indicator Cluster Survey 2010
TCD,BC_BHF,2010,WQ3,8.1,Multiple Indicator Cluster Survey 2010
TCD,BC_BHF,2010,WQ4,14.1,Multiple Indicator Cluster Survey 2010
TCD,BC_BHF,2010,WQ5,45.8,Multiple Indicator Cluster Survey 2010
TCD,BC_BHF,2015,ALL,21.7,Demographic and Health Survey 2014-2015
TCD,BC_BHF,2015,WQ1,12.9,Demographic and Health Survey 2014-2015
TCD,BC_BHF,2015,WQ2,14.8,Demographic and Health Survey 2014-2015
TCD,BC_BHF,2015,WQ3,13.9,Demographic and Health Survey 2014-2015
TCD,BC_BHF,2015,WQ4,15.6,Demographic and Health Survey 2014-2015
TCD,BC_BHF,2015,WQ5,57.1,Demographic and Health Survey 2014-2015
TGO,BC_BHF,1998,ALL,49.1,Demographic and Health Survey 1998
TGO,BC_BHF,2003,ALL,60.6,"Ministère de la Santé [Togo], Université de Lomé. Analyse de la Situation en Santé de la Reproduction au Togo. Étude AS/SR Togo - 2003"
TGO,BC_BHF,2006,ALL,62.9,Multiple Indicator Cluster Survey 2006
TGO,BC_BHF,2006,WQ1,31.1,Multiple Indicator Cluster Survey 2006
TGO,BC_BHF,2006,WQ2,31.0,Multiple Indicator Cluster Survey 2006
TGO,BC_BHF,2006,WQ3,61.9,Multiple Indicator Cluster Survey 2006
TGO,BC_BHF,2006,WQ4,90.8,Multiple Indicator Cluster Survey 2006
TGO,BC_BHF,2006,WQ5,94.4,Multiple Indicator Cluster Survey 2006
TGO,BC_BHF,2010,ALL,66.5,Multiple Indicator Cluster Survey 2010
TGO,BC_BHF,2010,WQ1,37.5,Multiple Indicator Cluster Survey 2010
TGO,BC_BHF,2010,WQ2,48.6,Multiple Indicator Cluster Survey 2010
TGO,BC_BHF,2010,WQ3,71.4,Multiple Indicator Cluster Survey 2010
TGO,BC_BHF,2010,WQ4,87.0,Multiple Indicator Cluster Survey 2010
TGO,BC_BHF,2010,WQ5,96.9,Multiple Indicator Cluster Survey 2010
TGO,BC_BHF,2014,ALL,72.5,Demographic and Health Survey 2013-2014
TGO,BC_BHF,2014,WQ1,43.1,Demographic and Health Survey 2013-2014
TGO,BC_BHF,2014,WQ2,58.1,Demographic and Health Survey 2013-2014
TGO,BC_BHF,2014,WQ3,75.5,Demographic and Health Survey 2013-2014
TGO,BC_BHF,2014,WQ4,94.1,Demographic and Health Survey 2013-2014
TGO,BC_BHF,2014,WQ5,96.3,Demographic and Health Survey 2013-2014
TGO,BC_BHF,2017,ALL,80.0,Multiple Indicator Cluster Survey 2017
TGO,BC_BHF,2017,WQ1,51.9,Multiple Indicator Cluster Survey 2017
TGO,BC_BHF,2017,WQ2,67.4,Multiple Indicator Cluster Survey 2017
TGO,BC_BHF,2017,WQ3,88.7,Multiple Indicator Cluster Survey 2017
TGO,BC_BHF,2017,WQ4,97.8,Multiple Indicator Cluster Survey 2017
TGO,BC_BHF,2017,WQ5,98.2,Multiple Indicator Cluster Survey 2017
TZA,BC_BHF,1992,ALL,52.6,Demographic and Health Survey 1991-1992
TZA,BC_BHF,1996,ALL,46.5,Demographic and Health Survey 1996
TZA,BC_BHF,1999,ALL,43.5,Demographic and Health Survey 1999
TZA,BC_BHF,2005,ALL,47.1,Demographic and Health Survey 2004-2005
TZA,BC_BHF,2005,WQ1,32.1,Demographic and Health Survey 2004-2005
TZA,BC_BHF,2005,WQ2,36.8,Demographic and Health Survey 2004-2005
TZA,BC_BHF,2005,WQ3,38.9,Demographic and Health Survey 2004-2005
TZA,BC_BHF,2005,WQ4,53.9,Demographic and Health Survey 2004-2005
TZA,BC_BHF,2005,WQ5,86.4,Demographic and Health Survey 2004-2005
TZA,BC_BHF,2010,ALL,50.2,Demographic and Health Survey 2009-2010
TZA,BC_BHF,2010,WQ1,33.1,Demographic and Health Survey 2009-2010
TZA,BC_BHF,2010,WQ2,36.2,Demographic and Health Survey 2009-2010
TZA,BC_BHF,2010,WQ3,45.8,Demographic and Health Survey 2009-2010
TZA,BC_BHF,2010,WQ4,62.5,Demographic and Health Survey 2009-2010
TZA,BC_BHF,2010,WQ5,89.6,Demographic and Health Survey 2009-2010
TZA,BC_BHF,2016,ALL,62.6,Demographic and Health Survey 2015-2016
TZA,BC_BHF,2016,WQ1,40.9,Demographic and Health Survey 2015-2016
TZA,BC_BHF,2016,WQ2,50.3,Demographic and Health Survey 2015-2016
TZA,BC_BHF,2016,WQ3,61.0,Demographic and Health Survey 2015-2016
TZA,BC_BHF,2016,WQ4,77.8,Demographic and Health Survey 2015-2016
TZA,BC_BHF,2016,WQ5,94.4,Demographic and Health Survey 2015-2016
UGA,BC_BHF,1995,ALL,35.4,Demographic and Health Survey 1995
UGA,BC_BHF,2001,ALL,36.6,Demographic and Health Survey 2000-2001
UGA,BC_BHF,2001,WQ1,18.4,Demographic and Health Survey 2000-2001
UGA,BC_BHF,2001,WQ2,26.4,Demographic and Health Survey 2000-2001
UGA,BC_BHF,2001,WQ3,29.7,Demographic and Health Survey 2000-2001
UGA,BC_BHF,2001,WQ4,44.3,Demographic and Health Survey 2000-2001
UGA,BC_BHF,2001,WQ5,76.0,Demographic and Health Survey 2000-2001
UGA,BC_BHF,2006,ALL,41.1,Demographic and Health Survey 2006
UGA,BC_BHF,2006,WQ1,27.4,Demographic and Health Survey 2006
UGA,BC_BHF,2006,WQ2,30.9,Demographic and Health Survey 2006
UGA,BC_BHF,2006,WQ3,33.9,Demographic and Health Survey 2006
UGA,BC_BHF,2006,WQ4,47.9,Demographic and Health Survey 2006
UGA,BC_BHF,2006,WQ5,75.5,Demographic and Health Survey 2006
UGA,BC_BHF,2011,ALL,57.4,Demographic and Health Survey 2011
UGA,BC_BHF,2011,WQ1,42.2,Demographic and Health Survey 2011
UGA,BC_BHF,2011,WQ2,48.9,Demographic and Health Survey 2011
UGA,BC_BHF,2011,WQ3,54.4,Demographic and Health Survey 2011
UGA,BC_BHF,2011,WQ4,58.4,Demographic and Health Survey 2011
UGA,BC_BHF,2011,WQ5,87.7,Demographic and Health Survey 2011
UGA,BC_BHF,2016,ALL,73.4,Demographic and Health Survey 2016
UGA,BC_BHF,2016,WQ1,64.2,Demographic and Health Survey 2016
UGA,BC_BHF,2016,WQ2,63.1,Demographic and Health Survey 2016
UGA,BC_BHF,2016,WQ3,70.7,Demographic and Health Survey 2016
UGA,BC_BHF,2016,WQ4,79.0,Demographic and Health Survey 2016
UGA,BC_BHF,2016,WQ5,92.7,Demographic and Health Survey 2016
ZAF,BC_BHF,1998,ALL,83.4,Demographic and Health Survey 1998
ZAF,BC_BHF,2004,ALL,88.7,Demographic and Health Survey 2003-2004
ZAF,BC_BHF,2008,ALL,94.9,"n National HIV Prevalence, Incidence, Behaviour and Communication Survey, : The health of our children 2008:  2008"
ZAF,BC_BHF,2016,ALL,95.9,Demographic and Health Survey 2016
ZAF,BC_BHF,2016,WQ1,91.6,Demographic and Health Survey 2016
ZAF,BC_BHF,2016,WQ2,95.2,Demographic and Health Survey 2016
ZAF,BC_BHF,2016,WQ3,98.2,Demographic and Health Survey 2016
ZAF,BC_BHF,2016,WQ4,96.9,Demographic and Health Survey 2016
ZAF,BC_BHF,2016,WQ5,99.4,Demographic and Health Survey 2016
ZMB,BC_BHF,1992,ALL,50.7,Demographic and Health Survey 1992
ZMB,BC_BHF,1997,ALL,46.5,Demographic and Health Survey 1996-1997
ZMB,BC_BHF,2001,ALL,32.3,Ministry of Health Annual Health Statistical Bulletin 2003 2004
ZMB,BC_BHF,2002,ALL,43.6,Demographic and Health Survey 2001-2002
ZMB,BC_BHF,2003,ALL,39.0,Ministry of Health Annual Health Statistical Bulletin 2003 2004
ZMB,BC_BHF,2006,ALL,43.0,Ministry of Health Annual Health Statistical Bulletin 2008 2009
ZMB,BC_BHF,2007,ALL,47.7,Demographic and Health Survey 2007
ZMB,BC_BHF,2007,WQ1,28.4,Demographic and Health Survey 2007
ZMB,BC_BHF,2007,WQ2,29.4,Demographic and Health Survey 2007
ZMB,BC_BHF,2007,WQ3,37.8,Demographic and Health Survey 2007
ZMB,BC_BHF,2007,WQ4,72.0,Demographic and Health Survey 2007
ZMB,BC_BHF,2007,WQ5,91.9,Demographic and Health Survey 2007
ZMB,BC_BHF,2008,ALL,45.0,Ministry of Health Annual Health Statistical Bulletin 2008 2009
ZMB,BC_BHF,2014,ALL,67.4,Demographic and Health Survey 2013-2014
ZMB,BC_BHF,2014,WQ1,49.4,Demographic and Health Survey 2013-2014
ZMB,BC_BHF,2014,WQ2,57.7,Demographic and Health Survey 2013-2014
ZMB,BC_BHF,2014,WQ3,65.3,Demographic and Health Survey 2013-2014
ZMB,BC_BHF,2014,WQ4,84.0,Demographic and Health Survey 2013-2014
ZMB,BC_BHF,2014,WQ5,95.1,Demographic and Health Survey 2013-2014
ZMB,BC_BHF,2019,ALL,83.8,Demographic and Health Survey 2018-2019
ZMB,BC_BHF,2019,WQ1,72.5,Demographic and Health Survey 2018-2019
ZMB,BC_BHF,2019,WQ2,80.2,Demographic and Health Survey 2018-2019
ZMB,BC_BHF,2019,WQ3,85.0,Demographic and Health Survey 2018-2019
ZMB,BC_BHF,2019,WQ4,92.0,Demographic and Health Survey 2018-2019
ZMB,BC_BHF,2019,WQ5,95.9,Demographic and Health Survey 2018-2019
ZWE,BC_BHF,1994,ALL,68.9,Demographic and Health Survey 1994
ZWE,BC_BHF,1999,ALL,72.2,Demographic and Health Survey 1999
ZWE,BC_BHF,2006,ALL,67.9,Demographic and Health Survey 2005-2006
ZWE,BC_BHF,2006,WQ1,45.6,Demographic and Health Survey 2005-2006
ZWE,BC_BHF,2006,WQ2,55.8,Demographic and Health Survey 2005-2006
ZWE,BC_BHF,2006,WQ3,70.1,Demographic and Health Survey 2005-2006
ZWE,BC_BHF,2006,WQ4,84.5,Demographic and Health Survey 2005-2006
ZWE,BC_BHF,2006,WQ5,93.9,Demographic and Health Survey 2005-2006
ZWE,BC_BHF,2009,ALL,58.5,Multiple Indicator Cluster Survey 2009
ZWE,BC_BHF,2009,WQ1,37.4,Multiple Indicator Cluster Survey 2009
ZWE,BC_BHF,2009,WQ2,44.4,Multiple Indicator Cluster Survey 2009
ZWE,BC_BHF,2009,WQ3,56.1,Multiple Indicator Cluster Survey 2009
ZWE,BC_BHF,2009,WQ4,76.3,Multiple Indicator Cluster Survey 2009
ZWE,BC_BHF,2009,WQ5,90.6,Multiple Indicator Cluster Survey 2009
ZWE,BC_BHF,2011,ALL,65.1,Demographic and Health Survey 2010-2011
ZWE,BC_BHF,2011,WQ1,46.2,Demographic and Health Survey 2010-2011
ZWE,BC_BHF,2011,WQ2,54.6,Demographic and Health Survey 2010-2011
ZWE,BC_BHF,2011,WQ3,62.8,Demographic and Health Survey 2010-2011
ZWE,BC_BHF,2011,WQ4,79.6,Demographic and Health Survey 2010-2011
ZWE,BC_BHF,2011,WQ5,89.9,Demographic and Health Survey 2010-2011
ZWE,BC_BHF,2014,ALL,79.6,Multiple Indicator Cluster Survey 2014
ZWE,BC_BHF,2014,WQ1,69.7,Multiple Indicator Cluster Survey 2014
ZWE,BC_BHF,2014,WQ2,70.6,Multiple Indicator Cluster Survey 2014
ZWE,BC_BHF,2014,WQ3,77.5,Multiple Indicator Cluster Survey 2014
ZWE,BC_BHF,2014,WQ4,85.2,Multiple Indicator Cluster Survey 2014
ZWE,BC_BHF,2014,WQ5,96.0,Multiple Indicator Cluster Survey 2014
ZWE,BC_BHF,2015,ALL,77.0,Demographic and Health Survey 2015
ZWE,BC_BHF,2015,WQ1,60.8,Demographic and Health Survey 2015
ZWE,BC_BHF,2015,WQ2,68.3,Demographic and Health Survey 2015
ZWE,BC_BHF,2015,WQ3,76.2,Demographic and Health Survey 2015
ZWE,BC_BHF,2015,WQ4,87.6,Demographic and Health Survey 2015
ZWE,BC_BHF,2015,WQ5,95.2,Demographic and Health Survey 2015
ZWE,BC_BHF,2019,ALL,85.5,Multiple Indicator Cluster Survey 2019
ZWE,BC_BHF,2019,WQ1,72.9,Multiple Indicator Cluster Survey 2019
ZWE,BC_BHF,2019,WQ2,83.2,Multiple Indicator Cluster Survey 2019
ZWE,BC_BHF,2019,WQ3,85.3,Multiple Indicator Cluster Survey 2019
ZWE,BC_BHF,2019,WQ4,92.1,Multiple Indicator Cluster Survey 2019
ZWE,BC_BHF,2019,WQ5,97.0,Multiple Indicator Cluster Survey 2019
AGO,TECI_ORS,2016,ALL,42.6,Demographic and Health Survey 2015-2016
AGO,TECI_ORS,2016,WQ1,29.3,Demographic and Health Survey 2015-2016
AGO,TECI_ORS,2016,WQ2,36.7,Demographic and Health Survey 2015-2016
AGO,TECI_ORS,2016,WQ3,50.0,Demographic and Health Survey 2015-2016
AGO,TECI_ORS,2016,WQ4,43.1,Demographic and Health Survey 2015-2016
AGO,TECI_ORS,2016,WQ5,57.1,Demographic and Health Survey 2015-2016
AGO,TECI_PNEUHCP,2016,ALL,49.0,Demographic and Health Survey 2015-2016
AGO,TECI_PNEUHCP,2016,WQ1,25.2,Demographic and Health Survey 2015-2016
AGO,TECI_PNEUHCP,2016,WQ2,45.4,Demographic and Health Survey 2015-2016
AGO,TECI_PNEUHCP,2016,WQ3,46.8,Demographic and Health Survey 2015-2016
AGO,TECI_PNEUHCP,2016,WQ4,66.4,Demographic and Health Survey 2015-2016
AGO,TECI_PNEUHCP,2016,WQ5,77.9,Demographic and Health Survey 2015-2016
BDI,TECI_ORS,2000,ALL,11.0,Multiple Indicator Cluster Survey 2000
BDI,TECI_ORS,2000,WQ1,9.5,Multiple Indicator Cluster Survey 2000
BDI,TECI_ORS,2000,WQ2,17.2,Multiple Indicator Cluster Survey 2000
BDI,TECI_ORS,2000,WQ3,9.9,Multiple Indicator Cluster Survey 2000
BDI,TECI_ORS,2000,WQ4,6.6,Multiple Indicator Cluster Survey 2000
BDI,TECI_ORS,2000,WQ5,10.9,Multiple Indicator Cluster Survey 2000
BDI,TECI_ORS,2005,ALL,34.8,Multiple Indicator Cluster Survey 2005
BDI,TECI_ORS,2005,WQ1,28.3,Multiple Indicator Cluster Survey 2005
BDI,TECI_ORS,2005,WQ2,34.7,Multiple Indicator Cluster Survey 2005
BDI,TECI_ORS,2005,WQ3,30.9,Multiple Indicator Cluster Survey 2005
BDI,TECI_ORS,2005,WQ4,41.2,Multiple Indicator Cluster Survey 2005
BDI,TECI_ORS,2005,WQ5,41.6,Multiple Indicator Cluster Survey 2005
BDI,TECI_ORS,2010,ALL,37.8,Demographic and Health Survey 2010
BDI,TECI_ORS,2010,WQ1,35.4,Demographic and Health Survey 2010
BDI,TECI_ORS,2010,WQ2,36.8,Demographic and Health Survey 2010
BDI,TECI_ORS,2010,WQ3,41.3,Demographic and Health Survey 2010
BDI,TECI_ORS,2010,WQ4,34.7,Demographic and Health Survey 2010
BDI,TECI_ORS,2010,WQ5,41.8,Demographic and Health Survey 2010
BDI,TECI_ORS,2012,ALL,47.2,Enquête National de Couverture Vaccinale (Prelim) 2012
BDI,TECI_ORS,2017,ALL,35.6,Demographic and Health Survey 2016-2017
BDI,TECI_ORS,2017,WQ1,33.9,Demographic and Health Survey 2016-2017
BDI,TECI_ORS,2017,WQ2,34.9,Demographic and Health Survey 2016-2017
BDI,TECI_ORS,2017,WQ3,37.0,Demographic and Health Survey 2016-2017
BDI,TECI_ORS,2017,WQ4,35.3,Demographic and Health Survey 2016-2017
BDI,TECI_ORS,2017,WQ5,37.9,Demographic and Health Survey 2016-2017
BDI,TECI_PNEUHCP,2000,ALL,40.0,Multiple Indicator Cluster Survey 2000
BDI,TECI_PNEUHCP,2005,ALL,38.0,Multiple Indicator Cluster Survey 2005
BDI,TECI_PNEUHCP,2005,WQ1,41.0,Multiple Indicator Cluster Survey 2005
BDI,TECI_PNEUHCP,2005,WQ2,36.0,Multiple Indicator Cluster Survey 2005
BDI,TECI_PNEUHCP,2005,WQ3,31.0,Multiple Indicator Cluster Survey 2005
BDI,TECI_PNEUHCP,2005,WQ4,39.0,Multiple Indicator Cluster Survey 2005
BDI,TECI_PNEUHCP,2005,WQ5,45.0,Multiple Indicator Cluster Survey 2005
BDI,TECI_PNEUHCP,2010,ALL,54.7,Demographic and Health Survey 2010
BDI,TECI_PNEUHCP,2010,WQ1,51.7,Demographic and Health Survey 2010
BDI,TECI_PNEUHCP,2010,WQ2,53.0,Demographic and Health Survey 2010
BDI,TECI_PNEUHCP,2010,WQ3,58.9,Demographic and Health Survey 2010
BDI,TECI_PNEUHCP,2010,WQ4,52.9,Demographic and Health Survey 2010
BDI,TECI_PNEUHCP,2010,WQ5,57.8,Demographic and Health Survey 2010
BDI,TECI_PNEUHCP,2012,ALL,54.1,Enquete ménages pour le suivi ... 2012
BDI,TECI_PNEUHCP,2017,ALL,58.5,Demographic and Health Survey 2016-2017
BDI,TECI_PNEUHCP,2017,WQ1,58.4,Demographic and Health Survey 2016-2017
BDI,TECI_PNEUHCP,2017,WQ2,55.4,Demographic and Health Survey 2016-2017
BDI,TECI_PNEUHCP,2017,WQ3,54.4,Demographic and Health Survey 2016-2017
BDI,TECI_PNEUHCP,2017,WQ4,66.6,Demographic and Health Survey 2016-2017
BDI,TECI_PNEUHCP,2017,WQ5,60.1,Demographic and Health Survey 2016-2017
BEN,TECI_ORS,2001,ALL,23.3,Demographic and Health Survey 2001
BEN,TECI_ORS,2006,ALL,23.3,Demographic and Health Survey 2006
BEN,TECI_ORS,2006,WQ1,15.4,Demographic and Health Survey 2006
BEN,TECI_ORS,2006,WQ2,23.1,Demographic and Health Survey 2006
BEN,TECI_ORS,2006,WQ3,25.9,Demographic and Health Survey 2006
BEN,TECI_ORS,2006,WQ4,26.5,Demographic and Health Survey 2006
BEN,TECI_ORS,2006,WQ5,31.9,Demographic and Health Survey 2006
BEN,TECI_ORS,2012,ALL,50.1,Demographic and Health Survey 2011-2012
BEN,TECI_ORS,2012,WQ1,42.8,Demographic and Health Survey 2011-2012
BEN,TECI_ORS,2012,WQ2,51.2,Demographic and Health Survey 2011-2012
