iso3,indicator,year,quintile,value,source
ETH,TECI_ORS,2011,ALL,26.3,Demographic and Health Survey 2010-2011
ETH,TECI_ORS,2011,WQ1,18.0,Demographic and Health Survey 2010-2011
ETH,TECI_ORS,2011,WQ2,22.4,Demographic and Health Survey 2010-2011
ETH,TECI_ORS,2011,WQ3,27.0,Demographic and Health Survey 2010-2011
ETH,TECI_ORS,2011,WQ4,27.7,Demographic and Health Survey 2010-2011
ETH,TECI_ORS,2011,WQ5,45.3,Demographic and Health Survey 2010-2011
ETH,TECI_ORS,2016,ALL,29.5,Demographic and Health Survey 2016
ETH,TECI_ORS,2016,WQ1,31.5,Demographic and Health Survey 2016
ETH,TECI_ORS,2016,WQ2,19.8,Demographic and Health Survey 2016
ETH,TECI_ORS,2016,WQ3,33.1,Demographic and Health Survey 2016
ETH,TECI_ORS,2016,WQ4,28.8,Demographic and Health Survey 2016
ETH,TECI_ORS,2016,WQ5,37.3,Demographic and Health Survey 2016
ETH,TECI_PNEUHCP,2000,ALL,16.0,Demographic and Health Survey 2000
ETH,TECI_PNEUHCP,2005,ALL,19.0,Demographic and Health Survey 2005
ETH,TECI_PNEUHCP,2005,WQ1,19.0,Demographic and Health Survey 2005
ETH,TECI_PNEUHCP,2005,WQ2,12.0,Demographic and Health Survey 2005
ETH,TECI_PNEUHCP,2005,WQ3,21.0,Demographic and Health Survey 2005
ETH,TECI_PNEUHCP,2005,WQ4,13.0,Demographic and Health Survey 2005
ETH,TECI_PNEUHCP,2005,WQ5,33.0,Demographic and Health Survey 2005
ETH,TECI_PNEUHCP,2011,ALL,27.0,Demographic and Health Survey 2010-2011
ETH,TECI_PNEUHCP,2011,WQ1,15.5,Demographic and Health Survey 2010-2011
ETH,TECI_PNEUHCP,2011,WQ2,25.2,Demographic and Health Survey 2010-2011
ETH,TECI_PNEUHCP,2011,WQ3,22.1,Demographic and Health Survey 2010-2011
ETH,TECI_PNEUHCP,2011,WQ4,33.2,Demographic and Health Survey 2010-2011
ETH,TECI_PNEUHCP,2011,WQ5,61.7,Demographic and Health Survey 2010-2011
ETH,TECI_PNEUHCP,2016,ALL,29.8,Demographic and Health Survey 2016
ETH,TECI_PNEUHCP,2016,WQ1,25.0,Demographic and Health Survey 2016
ETH,TECI_PNEUHCP,2016,WQ2,25.7,Demographic and Health Survey 2016
ETH,TECI_PNEUHCP,2016,WQ3,27.4,Demographic and Health Survey 2016
ETH,TECI_PNEUHCP,2016,WQ4,36.8,Demographic and Health Survey 2016
ETH,TECI_PNEUHCP,2016,WQ5,41.6,Demographic and Health Survey 2016
GAB,TECI_ORS,2001,ALL,24.8,Demographic and Health Survey 2000-2001
GAB,TECI_ORS,2012,ALL,26.1,Demographic and Health Survey 2012
GAB,TECI_ORS,2012,WQ1,23.8,Demographic and Health Survey 2012
GAB,TECI_ORS,2012,WQ2,21.0,Demographic and Health Survey 2012
GAB,TECI_ORS,2012,WQ3,20.3,Demographic and Health Survey 2012
GAB,TECI_ORS,2012,WQ4,46.4,Demographic and Health Survey 2012
GAB,TECI_ORS,2012,WQ5,18.5,Demographic and Health Survey 2012
GAB,TECI_PNEUHCP,2001,ALL,48.0,Demographic and Health Survey 2000-2001
GAB,TECI_PNEUHCP,2012,ALL,67.7,Demographic and Health Survey 2012
GAB,TECI_PNEUHCP,2012,WQ1,48.1,Demographic and Health Survey 2012
GAB,TECI_PNEUHCP,2012,WQ2,77.9,Demographic and Health Survey 2012
GAB,TECI_PNEUHCP,2012,WQ3,66.1,Demographic and Health Survey 2012
GAB,TECI_PNEUHCP,2012,WQ4,84.0,Demographic and Health Survey 2012
GAB,TECI_PNEUHCP,2012,WQ5,68.3,Demographic and Health Survey 2012
GHA,TECI_ORS,2003,ALL,38.6,Demographic and Health Survey 2003
GHA,TECI_ORS,2003,WQ1,32.6,Demographic and Health Survey 2003
GHA,TECI_ORS,2003,WQ2,34.2,Demographic and Health Survey 2003
GHA,TECI_ORS,2003,WQ3,43.5,Demographic and Health Survey 2003
GHA,TECI_ORS,2003,WQ4,38.7,Demographic and Health Survey 2003
GHA,TECI_ORS,2003,WQ5,57.4,Demographic and Health Survey 2003
GHA,TECI_ORS,2006,ALL,28.8,Multiple Indicator Cluster Survey 2006
GHA,TECI_ORS,2006,WQ1,18.1,Multiple Indicator Cluster Survey 2006
GHA,TECI_ORS,2006,WQ2,29.5,Multiple Indicator Cluster Survey 2006
GHA,TECI_ORS,2006,WQ3,29.4,Multiple Indicator Cluster Survey 2006
GHA,TECI_ORS,2006,WQ4,33.3,Multiple Indicator Cluster Survey 2006
GHA,TECI_ORS,2006,WQ5,48.5,Multiple Indicator Cluster Survey 2006
GHA,TECI_ORS,2008,ALL,44.5,Demographic and Health Survey 2008
GHA,TECI_ORS,2008,WQ1,40.8,Demographic and Health Survey 2008
GHA,TECI_ORS,2008,WQ2,42.6,Demographic and Health Survey 2008
GHA,TECI_ORS,2008,WQ3,47.5,Demographic and Health Survey 2008
GHA,TECI_ORS,2008,WQ4,51.1,Demographic and Health Survey 2008
GHA,TECI_ORS,2011,ALL,35.0,Multiple Indicator Cluster Survey 2011
GHA,TECI_ORS,2011,WQ1,44.3,Multiple Indicator Cluster Survey 2011
GHA,TECI_ORS,2011,WQ2,33.5,Multiple Indicator Cluster Survey 2011
GHA,TECI_ORS,2011,WQ3,33.1,Multiple Indicator Cluster Survey 2011
GHA,TECI_ORS,2011,WQ4,26.6,Multiple Indicator Cluster Survey 2011
GHA,TECI_ORS,2011,WQ5,27.0,Multiple Indicator Cluster Survey 2011
GHA,TECI_ORS,2014,ALL,48.6,Demographic and Health Survey 2014
GHA,TECI_ORS,2014,WQ1,46.6,Demographic and Health Survey 2014
GHA,TECI_ORS,2014,WQ2,48.2,Demographic and Health Survey 2014
GHA,TECI_ORS,2014,WQ3,47.0,Demographic and Health Survey 2014
GHA,TECI_ORS,2014,WQ4,53.9,Demographic and Health Survey 2014
GHA,TECI_ORS,2014,WQ5,49.9,Demographic and Health Survey 2014
GHA,TECI_ORS,2018,ALL,47.8,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_ORS,2018,WQ1,44.7,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_ORS,2018,WQ2,42.5,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_ORS,2018,WQ3,50.3,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_ORS,2018,WQ4,51.2,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_ORS,2018,WQ5,57.0,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_PNEUHCP,2003,ALL,44.0,Demographic and Health Survey 2003
GHA,TECI_PNEUHCP,2003,WQ1,31.0,Demographic and Health Survey 2003
GHA,TECI_PNEUHCP,2003,WQ2,40.0,Demographic and Health Survey 2003
GHA,TECI_PNEUHCP,2003,WQ3,47.0,Demographic and Health Survey 2003
GHA,TECI_PNEUHCP,2003,WQ4,51.0,Demographic and Health Survey 2003
GHA,TECI_PNEUHCP,2006,ALL,34.0,Multiple Indicator Cluster Survey 2006
GHA,TECI_PNEUHCP,2008,ALL,51.0,Demographic and Health Survey 2008
GHA,TECI_PNEUHCP,2011,ALL,41.3,Multiple Indicator Cluster Survey 2011
GHA,TECI_PNEUHCP,2011,WQ1,34.4,Multiple Indicator Cluster Survey 2011
GHA,TECI_PNEUHCP,2011,WQ2,40.8,Multiple Indicator Cluster Survey 2011
GHA,TECI_PNEUHCP,2011,WQ3,41.9,Multiple Indicator Cluster Survey 2011
GHA,TECI_PNEUHCP,2014,ALL,55.9,Demographic and Health Survey 2014
GHA,TECI_PNEUHCP,2014,WQ1,55.1,Demographic and Health Survey 2014
GHA,TECI_PNEUHCP,2014,WQ2,52.9,Demographic and Health Survey 2014
GHA,TECI_PNEUHCP,2014,WQ3,61.6,Demographic and Health Survey 2014
GHA,TECI_PNEUHCP,2014,WQ4,56.9,Demographic and Health Survey 2014
GHA,TECI_PNEUHCP,2014,WQ5,54.0,Demographic and Health Survey 2014
GHA,TECI_PNEUHCP,2018,ALL,55.5,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_PNEUHCP,2018,WQ1,47.3,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_PNEUHCP,2018,WQ2,53.7,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_PNEUHCP,2018,WQ3,49.9,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_PNEUHCP,2018,WQ4,61.1,Multiple Indicator Cluster Survey 2017-2018
GHA,TECI_PNEUHCP,2018,WQ5,77.4,Multiple Indicator Cluster Survey 2017-2018
GIN,TECI_ORS,2003,ALL,40.1,Multiple Indicator Cluster Survey 2003
GIN,TECI_ORS,2005,ALL,33.1,Demographic and Health Survey 2005
GIN,TECI_ORS,2005,WQ1,18.2,Demographic and Health Survey 2005
GIN,TECI_ORS,2005,WQ2,21.6,Demographic and Health Survey 2005
GIN,TECI_ORS,2005,WQ3,32.6,Demographic and Health Survey 2005
GIN,TECI_ORS,2005,WQ4,45.9,Demographic and Health Survey 2005
GIN,TECI_ORS,2005,WQ5,59.3,Demographic and Health Survey 2005
GIN,TECI_ORS,2012,ALL,34.3,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_ORS,2012,WQ1,25.2,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_ORS,2012,WQ2,26.8,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_ORS,2012,WQ3,34.3,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_ORS,2012,WQ4,39.8,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_ORS,2012,WQ5,49.1,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_ORS,2016,ALL,34.3,Multiple Indicator Cluster Survey 2016
GIN,TECI_ORS,2016,WQ1,24.2,Multiple Indicator Cluster Survey 2016
GIN,TECI_ORS,2016,WQ2,33.6,Multiple Indicator Cluster Survey 2016
GIN,TECI_ORS,2016,WQ3,27.2,Multiple Indicator Cluster Survey 2016
GIN,TECI_ORS,2016,WQ4,35.6,Multiple Indicator Cluster Survey 2016
GIN,TECI_ORS,2016,WQ5,57.6,Multiple Indicator Cluster Survey 2016
GIN,TECI_ORS,2018,ALL,54.9,Demographic and Health Survey 2018
GIN,TECI_ORS,2018,WQ1,30.2,Demographic and Health Survey 2018
GIN,TECI_ORS,2018,WQ2,49.6,Demographic and Health Survey 2018
GIN,TECI_ORS,2018,WQ3,67.1,Demographic and Health Survey 2018
GIN,TECI_ORS,2018,WQ4,68.9,Demographic and Health Survey 2018
GIN,TECI_ORS,2018,WQ5,61.5,Demographic and Health Survey 2018
GIN,TECI_PNEUHCP,2003,ALL,33.0,Multiple Indicator Cluster Survey 2003
GIN,TECI_PNEUHCP,2003,WQ1,35.0,Multiple Indicator Cluster Survey 2003
GIN,TECI_PNEUHCP,2003,WQ2,30.0,Multiple Indicator Cluster Survey 2003
GIN,TECI_PNEUHCP,2003,WQ3,27.0,Multiple Indicator Cluster Survey 2003
GIN,TECI_PNEUHCP,2003,WQ4,33.0,Multiple Indicator Cluster Survey 2003
GIN,TECI_PNEUHCP,2003,WQ5,43.0,Multiple Indicator Cluster Survey 2003
GIN,TECI_PNEUHCP,2005,ALL,42.0,Demographic and Health Survey 2005
GIN,TECI_PNEUHCP,2005,WQ1,30.0,Demographic and Health Survey 2005
GIN,TECI_PNEUHCP,2005,WQ2,43.0,Demographic and Health Survey 2005
GIN,TECI_PNEUHCP,2005,WQ3,42.0,Demographic and Health Survey 2005
GIN,TECI_PNEUHCP,2005,WQ4,46.0,Demographic and Health Survey 2005
GIN,TECI_PNEUHCP,2005,WQ5,59.0,Demographic and Health Survey 2005
GIN,TECI_PNEUHCP,2012,ALL,37.3,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_PNEUHCP,2012,WQ1,14.5,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_PNEUHCP,2012,WQ2,30.6,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_PNEUHCP,2012,WQ3,34.0,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_PNEUHCP,2012,WQ4,48.0,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_PNEUHCP,2012,WQ5,77.7,Demographic and Health Survey-Multiple Indicator Cluster Survey 2012
GIN,TECI_PNEUHCP,2016,ALL,29.6,Multiple Indicator Cluster Survey 2016
GIN,TECI_PNEUHCP,2018,ALL,69.4,Demographic and Health Survey 2018
GIN,TECI_PNEUHCP,2018,WQ1,69.4,Demographic and Health Survey 2018
GIN,TECI_PNEUHCP,2018,WQ2,54.2,Demographic and Health Survey 2018
GIN,TECI_PNEUHCP,2018,WQ3,68.5,Demographic and Health Survey 2018
GIN,TECI_PNEUHCP,2018,WQ4,84.6,Demographic and Health Survey 2018
GMB,TECI_ORS,2000,ALL,33.0,Multiple Indicator Cluster Survey 2000
GMB,TECI_ORS,2000,WQ1,28.5,Multiple Indicator Cluster Survey 2000
GMB,TECI_ORS,2000,WQ2,37.2,Multiple Indicator Cluster Survey 2000
GMB,TECI_ORS,2000,WQ3,32.3,Multiple Indicator Cluster Survey 2000
GMB,TECI_ORS,2000,WQ4,33.7,Multiple Indicator Cluster Survey 2000
GMB,TECI_ORS,2000,WQ5,34.2,Multiple Indicator Cluster Survey 2000
GMB,TECI_ORS,2006,ALL,38.7,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_ORS,2006,WQ1,37.0,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_ORS,2006,WQ2,49.0,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_ORS,2006,WQ3,36.2,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_ORS,2006,WQ4,32.3,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_ORS,2006,WQ5,39.2,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_ORS,2010,ALL,38.9,Multiple Indicator Cluster Survey 2010
GMB,TECI_ORS,2010,WQ1,42.7,Multiple Indicator Cluster Survey 2010
GMB,TECI_ORS,2010,WQ2,38.6,Multiple Indicator Cluster Survey 2010
GMB,TECI_ORS,2010,WQ3,42.4,Multiple Indicator Cluster Survey 2010
GMB,TECI_ORS,2010,WQ4,37.7,Multiple Indicator Cluster Survey 2010
GMB,TECI_ORS,2010,WQ5,31.5,Multiple Indicator Cluster Survey 2010
GMB,TECI_ORS,2013,ALL,59.2,Demographic and Health Survey 2013
GMB,TECI_ORS,2013,WQ1,55.8,Demographic and Health Survey 2013
GMB,TECI_ORS,2013,WQ2,56.8,Demographic and Health Survey 2013
GMB,TECI_ORS,2013,WQ3,60.7,Demographic and Health Survey 2013
GMB,TECI_ORS,2013,WQ4,64.4,Demographic and Health Survey 2013
GMB,TECI_ORS,2013,WQ5,57.9,Demographic and Health Survey 2013
GMB,TECI_ORS,2018,ALL,43.9,Multiple Indicator Cluster Survey 2018
GMB,TECI_ORS,2018,WQ1,42.5,Multiple Indicator Cluster Survey 2018
GMB,TECI_ORS,2018,WQ2,48.9,Multiple Indicator Cluster Survey 2018
GMB,TECI_ORS,2018,WQ3,44.1,Multiple Indicator Cluster Survey 2018
GMB,TECI_ORS,2018,WQ4,43.4,Multiple Indicator Cluster Survey 2018
GMB,TECI_ORS,2018,WQ5,40.0,Multiple Indicator Cluster Survey 2018
GMB,TECI_ORS,2020,ALL,44.3,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_ORS,2020,WQ1,41.4,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_ORS,2020,WQ2,44.6,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_ORS,2020,WQ3,52.3,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_ORS,2020,WQ4,42.5,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_ORS,2020,WQ5,41.3,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_PNEUHCP,2000,ALL,75.0,Multiple Indicator Cluster Survey 2000
GMB,TECI_PNEUHCP,2006,ALL,69.0,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_PNEUHCP,2006,WQ1,68.0,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_PNEUHCP,2006,WQ2,74.0,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_PNEUHCP,2006,WQ3,71.0,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_PNEUHCP,2006,WQ4,62.0,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_PNEUHCP,2006,WQ5,68.0,Multiple Indicator Cluster Survey 2005-2006
GMB,TECI_PNEUHCP,2010,ALL,68.8,Multiple Indicator Cluster Survey 2010
GMB,TECI_PNEUHCP,2010,WQ1,64.1,Multiple Indicator Cluster Survey 2010
GMB,TECI_PNEUHCP,2010,WQ2,79.9,Multiple Indicator Cluster Survey 2010
GMB,TECI_PNEUHCP,2010,WQ3,74.4,Multiple Indicator Cluster Survey 2010
GMB,TECI_PNEUHCP,2010,WQ4,62.0,Multiple Indicator Cluster Survey 2010
GMB,TECI_PNEUHCP,2010,WQ5,66.4,Multiple Indicator Cluster Survey 2010
GMB,TECI_PNEUHCP,2013,ALL,68.0,Demographic and Health Survey 2013
GMB,TECI_PNEUHCP,2013,WQ1,69.7,Demographic and Health Survey 2013
GMB,TECI_PNEUHCP,2013,WQ2,70.1,Demographic and Health Survey 2013
GMB,TECI_PNEUHCP,2013,WQ3,70.8,Demographic and Health Survey 2013
GMB,TECI_PNEUHCP,2013,WQ4,62.4,Demographic and Health Survey 2013
GMB,TECI_PNEUHCP,2013,WQ5,67.3,Demographic and Health Survey 2013
GMB,TECI_PNEUHCP,2018,ALL,53.2,Multiple Indicator Cluster Survey 2018
GMB,TECI_PNEUHCP,2018,WQ1,53.2,Multiple Indicator Cluster Survey 2018
GMB,TECI_PNEUHCP,2018,WQ2,56.2,Multiple Indicator Cluster Survey 2018
GMB,TECI_PNEUHCP,2018,WQ3,53.1,Multiple Indicator Cluster Survey 2018
GMB,TECI_PNEUHCP,2018,WQ4,68.7,Multiple Indicator Cluster Survey 2018
GMB,TECI_PNEUHCP,2018,WQ5,32.6,Multiple Indicator Cluster Survey 2018
GMB,TECI_PNEUHCP,2020,ALL,70.3,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_PNEUHCP,2020,WQ1,66.8,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_PNEUHCP,2020,WQ2,75.7,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_PNEUHCP,2020,WQ3,73.7,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_PNEUHCP,2020,WQ4,57.1,Gambia 2019-2020 Demographic and Health Survey
GMB,TECI_PNEUHCP,2020,WQ5,77.2,Gambia 2019-2020 Demographic and Health Survey
GNB,TECI_ORS,2000,ALL,39.0,Multiple Indicator Cluster Survey 2000
GNB,TECI_ORS,2000,WQ1,37.4,Multiple Indicator Cluster Survey 2000
GNB,TECI_ORS,2000,WQ2,40.2,Multiple Indicator Cluster Survey 2000
GNB,TECI_ORS,2000,WQ3,38.2,Multiple Indicator Cluster Survey 2000
GNB,TECI_ORS,2000,WQ4,34.5,Multiple Indicator Cluster Survey 2000
GNB,TECI_ORS,2000,WQ5,45.8,Multiple Indicator Cluster Survey 2000
GNB,TECI_ORS,2006,ALL,23.4,Multiple Indicator Cluster Survey 2006
GNB,TECI_ORS,2006,WQ1,18.4,Multiple Indicator Cluster Survey 2006
GNB,TECI_ORS,2006,WQ2,18.9,Multiple Indicator Cluster Survey 2006
GNB,TECI_ORS,2006,WQ3,21.4,Multiple Indicator Cluster Survey 2006
GNB,TECI_ORS,2006,WQ4,20.7,Multiple Indicator Cluster Survey 2006
GNB,TECI_ORS,2006,WQ5,43.2,Multiple Indicator Cluster Survey 2006
GNB,TECI_ORS,2010,ALL,18.7,Multiple Indicator Cluster Survey 2010
GNB,TECI_ORS,2010,WQ1,15.9,Multiple Indicator Cluster Survey 2010
GNB,TECI_ORS,2010,WQ2,17.0,Multiple Indicator Cluster Survey 2010
GNB,TECI_ORS,2010,WQ3,12.8,Multiple Indicator Cluster Survey 2010
GNB,TECI_ORS,2010,WQ4,17.9,Multiple Indicator Cluster Survey 2010
GNB,TECI_ORS,2010,WQ5,36.6,Multiple Indicator Cluster Survey 2010
GNB,TECI_ORS,2014,ALL,35.1,Multiple Indicator Cluster Survey 2014
GNB,TECI_ORS,2014,WQ1,25.5,Multiple Indicator Cluster Survey 2014
GNB,TECI_ORS,2014,WQ2,40.4,Multiple Indicator Cluster Survey 2014
GNB,TECI_ORS,2014,WQ3,31.6,Multiple Indicator Cluster Survey 2014
GNB,TECI_ORS,2014,WQ4,44.9,Multiple Indicator Cluster Survey 2014
GNB,TECI_ORS,2014,WQ5,30.1,Multiple Indicator Cluster Survey 2014
GNB,TECI_ORS,2019,ALL,30.0,Multiple Indicator Cluster Survey 2018-2019
GNB,TECI_ORS,2019,WQ1,31.8,Multiple Indicator Cluster Survey 2018-2019
GNB,TECI_ORS,2019,WQ2,22.0,Multiple Indicator Cluster Survey 2018-2019
GNB,TECI_ORS,2019,WQ3,21.2,Multiple Indicator Cluster Survey 2018-2019
GNB,TECI_ORS,2019,WQ4,28.9,Multiple Indicator Cluster Survey 2018-2019
GNB,TECI_ORS,2019,WQ5,47.5,Multiple Indicator Cluster Survey 2018-2019
GNB,TECI_PNEUHCP,2000,ALL,64.0,Multiple Indicator Cluster Survey 2000
GNB,TECI_PNEUHCP,2000,WQ1,52.0,Multiple Indicator Cluster Survey 2000
GNB,TECI_PNEUHCP,2000,WQ2,66.0,Multiple Indicator Cluster Survey 2000
GNB,TECI_PNEUHCP,2000,WQ3,55.0,Multiple Indicator Cluster Survey 2000
GNB,TECI_PNEUHCP,2000,WQ4,68.0,Multiple Indicator Cluster Survey 2000
GNB,TECI_PNEUHCP,2000,WQ5,80.0,Multiple Indicator Cluster Survey 2000
GNB,TECI_PNEUHCP,2006,ALL,57.0,Multiple Indicator Cluster Survey 2006
GNB,TECI_PNEUHCP,2006,WQ1,32.0,Multiple Indicator Cluster Survey 2006
GNB,TECI_PNEUHCP,2006,WQ2,49.0,Multiple Indicator Cluster Survey 2006
GNB,TECI_PNEUHCP,2006,WQ3,46.0,Multiple Indicator Cluster Survey 2006
GNB,TECI_PNEUHCP,2006,WQ4,72.0,Multiple Indicator Cluster Survey 2006
GNB,TECI_PNEUHCP,2006,WQ5,82.0,Multiple Indicator Cluster Survey 2006
GNB,TECI_PNEUHCP,2010,ALL,52.1,Multiple Indicator Cluster Survey 2010
GNB,TECI_PNEUHCP,2010,WQ2,49.6,Multiple Indicator Cluster Survey 2010
GNB,TECI_PNEUHCP,2010,WQ4,65.1,Multiple Indicator Cluster Survey 2010
GNB,TECI_PNEUHCP,2014,ALL,34.3,Multiple Indicator Cluster Survey 2014
GNB,TECI_PNEUHCP,2014,WQ4,33.2,Multiple Indicator Cluster Survey 2014
GNB,TECI_PNEUHCP,2019,ALL,47.6,Multiple Indicator Cluster Survey 2018-2019
GNQ,TECI_ORS,2000,ALL,28.9,Multiple Indicator Cluster Survey 2000
GNQ,TECI_ORS,2000,WQ1,24.1,Multiple Indicator Cluster Survey 2000
GNQ,TECI_ORS,2000,WQ2,14.0,Multiple Indicator Cluster Survey 2000
GNQ,TECI_ORS,2000,WQ3,41.1,Multiple Indicator Cluster Survey 2000
GNQ,TECI_ORS,2000,WQ4,36.6,Multiple Indicator Cluster Survey 2000
GNQ,TECI_ORS,2000,WQ5,36.7,Multiple Indicator Cluster Survey 2000
GNQ,TECI_ORS,2011,ALL,40.4,Demographic and Health Survey 2011
GNQ,TECI_ORS,2011,WQ3,44.9,Demographic and Health Survey 2011
GNQ,TECI_ORS,2011,WQ4,41.9,Demographic and Health Survey 2011
GNQ,TECI_ORS,2011,WQ5,53.0,Demographic and Health Survey 2011
GNQ,TECI_PNEUHCP,2011,ALL,54.3,Demographic and Health Survey 2011
GNQ,TECI_PNEUHCP,2011,WQ5,71.4,Demographic and Health Survey 2011
KEN,TECI_ORS,2000,ALL,39.2,Multiple Indicator Cluster Survey 2000
KEN,TECI_ORS,2000,WQ1,32.1,Multiple Indicator Cluster Survey 2000
KEN,TECI_ORS,2000,WQ2,39.3,Multiple Indicator Cluster Survey 2000
KEN,TECI_ORS,2000,WQ3,33.5,Multiple Indicator Cluster Survey 2000
KEN,TECI_ORS,2000,WQ4,48.4,Multiple Indicator Cluster Survey 2000
KEN,TECI_ORS,2000,WQ5,46.6,Multiple Indicator Cluster Survey 2000
KEN,TECI_ORS,2003,ALL,29.2,Demographic and Health Survey 2003
KEN,TECI_ORS,2003,WQ1,29.7,Demographic and Health Survey 2003
KEN,TECI_ORS,2003,WQ2,26.6,Demographic and Health Survey 2003
KEN,TECI_ORS,2003,WQ3,26.4,Demographic and Health Survey 2003
KEN,TECI_ORS,2003,WQ4,27.7,Demographic and Health Survey 2003
KEN,TECI_ORS,2003,WQ5,35.7,Demographic and Health Survey 2003
KEN,TECI_ORS,2009,ALL,38.8,Demographic and Health Survey 2008-2009
KEN,TECI_ORS,2009,WQ1,39.8,Demographic and Health Survey 2008-2009
KEN,TECI_ORS,2009,WQ2,34.8,Demographic and Health Survey 2008-2009
KEN,TECI_ORS,2009,WQ3,43.8,Demographic and Health Survey 2008-2009
KEN,TECI_ORS,2009,WQ4,38.7,Demographic and Health Survey 2008-2009
KEN,TECI_ORS,2009,WQ5,36.7,Demographic and Health Survey 2008-2009
KEN,TECI_ORS,2014,ALL,53.8,Demographic and Health Survey 2014
KEN,TECI_ORS,2014,WQ1,52.1,Demographic and Health Survey 2014
KEN,TECI_ORS,2014,WQ2,53.3,Demographic and Health Survey 2014
KEN,TECI_ORS,2014,WQ3,55.3,Demographic and Health Survey 2014
KEN,TECI_ORS,2014,WQ4,55.0,Demographic and Health Survey 2014
KEN,TECI_ORS,2014,WQ5,54.5,Demographic and Health Survey 2014
KEN,TECI_PNEUHCP,2003,ALL,49.0,Demographic and Health Survey 2003
KEN,TECI_PNEUHCP,2009,ALL,55.9,Demographic and Health Survey 2008-2009
KEN,TECI_PNEUHCP,2009,WQ1,56.5,Demographic and Health Survey 2008-2009
KEN,TECI_PNEUHCP,2009,WQ2,48.0,Demographic and Health Survey 2008-2009
KEN,TECI_PNEUHCP,2009,WQ3,62.5,Demographic and Health Survey 2008-2009
KEN,TECI_PNEUHCP,2009,WQ4,52.0,Demographic and Health Survey 2008-2009
KEN,TECI_PNEUHCP,2009,WQ5,62.6,Demographic and Health Survey 2008-2009
KEN,TECI_PNEUHCP,2014,ALL,65.7,Demographic and Health Survey 2014
KEN,TECI_PNEUHCP,2014,WQ1,62.6,Demographic and Health Survey 2014
KEN,TECI_PNEUHCP,2014,WQ2,66.7,Demographic and Health Survey 2014
KEN,TECI_PNEUHCP,2014,WQ3,64.9,Demographic and Health Survey 2014
KEN,TECI_PNEUHCP,2014,WQ4,63.4,Demographic and Health Survey 2014
KEN,TECI_PNEUHCP,2014,WQ5,73.5,Demographic and Health Survey 2014
LBR,TECI_ORS,2007,ALL,53.1,Demographic and Health Survey 2006-2007
LBR,TECI_ORS,2007,WQ1,40.8,Demographic and Health Survey 2006-2007
LBR,TECI_ORS,2007,WQ2,51.1,Demographic and Health Survey 2006-2007
LBR,TECI_ORS,2007,WQ3,58.3,Demographic and Health Survey 2006-2007
LBR,TECI_ORS,2007,WQ4,56.4,Demographic and Health Survey 2006-2007
LBR,TECI_ORS,2007,WQ5,64.0,Demographic and Health Survey 2006-2007
LBR,TECI_ORS,2013,ALL,60.4,Demographic and Health Survey 2013
